lon;lat
-48,537222;-21,620556
-49,926111;-20,921111
-51,366667;-23,4
-48,75;-23,515556
-50,797389;-26,099583
-50,797389;-26,099583
-50,7975;-26,099444
-55,816389;-9,450278
-55,816389;-9,452778
-46,769444;-23,472222
-36,896111;-8,587083
-36,896111;-8,587083
-39,083333;-14,416667
-55,4859;-9,2701
-46,728903;-23,565694
-46,728903;-23,565694
-46,728903;-23,565694
-46,728903;-23,565694
-46,728903;-23,565694
-46,728903;-23,565694
-46,728903;-23,565694
-46,728903;-23,565694
-46,728903;-23,565694
-46,728903;-23,565694
-55,816944;-9,453056
-40,515278;-19,354444
-55,485833;-9,27
-55,816389;-9,453056
-44,553611;-14,3875
-44,968889;-12,376944
-41,501667;-12,327222
-44,553611;-14,3875
-44,968889;-12,976944
-44,553611;-14,554167
-41,501667;-12,510556
-43,422472;-19,411222
-44,661444;-22,638611
-43,422472;-19,411222
-43,422222;-19,411111
-49,973889;-21,001389
-44,661389;-22,638611
-43,4225;-19,411111
-52,32575;-24,105417
-48,738055;-23,531389
-55,686389;-20,963889
-48,322222;-21,254722
-42,8375;-22,54183
-52,32575;-24,105417
-55,686389;-20,963889
-52,325556;-24,105278
-52,325833;-24,105556
-55,686389;-20,963889
-48,322222;-21,254722
-52,325556;-24,105278
-43,588889;-20,294942
-46,69305;-23,8061
-46,685833;-23,806067
-46,691533;-23,80605
-46,691533;-23,80605
-46,69135;-23,805983
-46,69135;-23,805983
-46,691683;-23,805917
-46,6916;-23,8061
-46,690867;-23,8064
-46,69135;-23,805983
-46,69135;-23,805983
-46,69135;-23,805983
-46,69135;-23,805983
-46,69135;-23,805983
-46,69135;-23,805983
-46,69135;-23,805983
-46,69135;-23,805983
-43,501667;-20,023056
-54,7875;-20,558611
-50,9965;-29,611333
-55,966667;-16,266667
-54,7875;-20,558611
-46,69305;-23,8061
-46,69305;-23,8061
-54,7875;-20,558611
-43,501667;-20,506389
-55,490278;-20,461667
-53,717222;-29,717222
-50,58;-26,73
-50,703889;-26,856944
-50,703911;-26,856967
-45,083511;-23,367009
-50,703889;-26,856944
-41,069861;-20,390806
-50,55;-29,433333
-50,703911;-26,856967
-45,183333;-23,4
-50,293333;-20,473611
-50,58;-26,73
-50,703889;-26,856944
-49,9743136;-21,0018621
-49,9265151;-20,9215629
-49,3490085;-20,9265633
-50,2937152;-20,4740597
-48,5376072;-21,6210674
-50,2937152;-20,4740597
-45,075624;-23,326671
-39,083056;-10,922222
-49,016667;-22,333333
-48,925278;-26,803333
-40,448611;-20,150556
-48,925278;-26,803333
-40,546389;-20,123056
-44,55142;-23,30296
-35,112778;-7,410278
-38,970556;-12,1975
-38,970556;-12,1975
-38,970556;-12,980833
-50,861389;-25,923333
-39,083056;-10,922222
-55,546389;-20,4725
-55,4875;-20,464722
-57,586667;-19,142778
-37,001667;-8,434167
-47,877777;-15,947222
-47,877778;-15,947222
-68,204722;-9,953889
-47,877778;-15,947222
-47,876944;-15,946944
-47,877222;-15,948333
-49,079167;-26,905556
-49,079167;-26,905556
-49,079167;-26,905556
-49,079167;-26,905556
-45,080223;-23,373498
-40,798611;-18,944167
-68,204722;-9,953889
-40,798611;-18,944167
-46,720147;-23,564817
-46,720147;-23,564817
-46,720147;-23,564817
-46,720147;-23,564817
-46,720147;-23,564817
-46,720147;-23,564817
-46,720147;-23,564817
-46,720147;-23,564817
-46,720147;-23,564817
-46,720147;-23,564817
-46,720147;-23,564817
-46,720147;-23,564817
-46,720147;-23,564817
-46,720147;-23,564817
-46,720147;-23,564817
